drug_id,active_ingredients,group_related,num_act_ingr
7096_train,PRÉGABALINE,Antivirales,1
7097_train,CHLORHYDRATE DE CLOMIPRAMINE,Antidepresivos y Psicotrópicos,1
7098_train,"HYDROCHLOROTHIAZIDE,  BISOPROLOL (FUMARATE ACIDE DE)",Antihipertensivos y Cardiovasculares,2
7099_train,PRAVASTATINE SODIQUE,Antihipertensivos y Cardiovasculares,1
71_test,"ONDANSÉTRON,  ONDANSÉTRON (CHLORHYDRATE D') DIHYDRATÉ",Otras,2
71_train,PARACÉTAMOL,Antiinflamatorios y Analgésicos,1
710_test,"ZINC (GLUCONATE DE),  ZINC",Antidiabéticos,2
710_train,"LÉVOFLOXACINE HÉMIHYDRATÉE,  LÉVOFLOXACINE",Antiinflamatorios y Analgésicos,2
7100_train,IBUPROFÈNE,Antihistamínicos y Descongestionantes,1
7101_train,"RABÉPRAZOLE SODIQUE,  RABÉPRAZOLE BASE",Otras,2
7102_train,LÉVÉTIRACÉTAM,Anticonvulsivos y Antiepilépticos,1
7103_train,"POLY(ALCOOL VINYLIQUE),  POVIDONE",Otras,2
7104_train,"AMLODIPINE,  BÉSILATE D'AMLODIPINE",Antihipertensivos y Cardiovasculares,2
7105_train,"JOSAMYCINE (PROPIONATE DE),  JOSAMYCINE BASE",Otras,2
7106_train,FLUCONAZOLE,Antiinflamatorios y Analgésicos,1
7107_train,"CHLORHYDRATE DE SERTRALINE,  SERTRALINE BASE",Antidepresivos y Psicotrópicos,2
7108_train,"FUMARATE DE BISOPROLOL,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
7109_train,RISPÉRIDONE,Antidepresivos y Psicotrópicos,1
711_test,"CITALOPRAM BASE,  CHLORHYDRATE DE CITALOPRAM",Antidepresivos y Psicotrópicos,2
711_train,"HYDROCHLOROTHIAZIDE,  LOSARTAN POTASSIQUE",Antihipertensivos y Cardiovasculares,2
7110_train,MYCOPHÉNOLATE MOFÉTIL,Otras,1
7111_train,INSULINE HUMAINE RECOMBINANTE ISOPHANE,Antidiabéticos,1
7112_train,ACÉTATE DE CYPROTÉRONE,Antiinflamatorios y Analgésicos,1
7113_train,"OXALATE D'ESCITALOPRAM,  ESCITALOPRAM",Antiinflamatorios y Analgésicos,2
7114_train,CICLOSPORINE,Inmunosupresores y Moduladores del Sistema Inmune,1
7115_train,"HYDROCHLOROTHIAZIDE,  FUMARATE DE BISOPROLOL",Antihipertensivos y Cardiovasculares,2
7116_train,"ALENDRONATE MONOSODIQUE TRIHYDRATÉ,  ACIDE ALENDRONIQUE",Antidiabéticos,2
7117_train,DÉSOGESTREL,Hormonas y Moduladores Hormonales,1
7118_train,MÉLOXICAM,Antiinflamatorios y Analgésicos,1
7119_train,GLIMÉPIRIDE,Antidiabéticos,1
712_test,FINASTÉRIDE,Otras,1
712_train,LAMOTRIGINE,Antihistamínicos y Descongestionantes,1
7120_train,"DL-LYSINE (ACÉTYLSALICYLATE DE),  ACÉTYLSALICYLIQUE (ACIDE)",Antiinflamatorios y Analgésicos,2
7121_train,LÉVÉTIRACÉTAM,Anticonvulsivos y Antiepilépticos,1
7122_train,TELMISARTAN,Otras,1
7123_train,"FLUORURE DE SODIUM,  SODIUM (MONOFLUOROPHOSPHATE DE)",Otras,2
7124_train,"PÉRINDOPRIL TERT-BUTYLAMINE,  PÉRINDOPRIL",Antihipertensivos y Cardiovasculares,2
7125_train,RAMIPRIL,Antihipertensivos y Cardiovasculares,1
7126_train,"CHLORHYDRATE DE LIDOCAÏNE ANHYDRE,  CHLORHYDRATE DE LIDOCAÏNE",Antihistamínicos y Descongestionantes,2
7127_train,"VENLAFAXINE,  CHLORHYDRATE DE VENLAFAXINE",Antidepresivos y Psicotrópicos,2
7128_train,VALSARTAN,Antihipertensivos y Cardiovasculares,1
7129_train,"CLOPIDOGREL,  BÉSILATE DE CLOPIDOGREL",Anticonvulsivos y Antiepilépticos,2
713_test,"CHLORHYDRATE D'ACÉBUTOLOL,  ACÉBUTOLOL BASE",Antihistamínicos y Descongestionantes,2
713_train,"ALENDRONATE MONOSODIQUE TRIHYDRATÉ,  ACIDE ALENDRONIQUE",Antidiabéticos,2
7130_train,"ROPINIROLE BASE,  CHLORHYDRATE DE ROPINIROLE",Antihipertensivos y Cardiovasculares,2
7131_train,"ACÉTATE DE TRIPTORÉLINE,  TRIPTORÉLINE",Anticonvulsivos y Antiepilépticos,2
7132_train,"ACIDE CLAVULANIQUE,  AMOXICILLINE ANHYDRE,  CLAVULANATE DE POTASSIUM,  AMOXICILLINE TRIHYDRATÉE",Antiinflamatorios y Analgésicos,4
7133_train,"CHLOROBUTANOL HÉMIHYDRATÉ,  SOLUTION DE DIGLUCONATE DE CHLORHEXIDINE",Antibióticos y Antimicrobianos,2
7134_train,"HYDROCHLOROTHIAZIDE,  QUINAPRIL BASE,  CHLORHYDRATE DE QUINAPRIL",Antihipertensivos y Cardiovasculares,3
7135_train,ÉPOÉTINE ZÊTA,Hormonas y Moduladores Hormonales,1
7136_train,IRBÉSARTAN,Antihipertensivos y Cardiovasculares,1
7137_train,TETRAKIS(HYDROXYMETHYL)METHANE,Otras,1
7138_train,FENTANYL,Antiinflamatorios y Analgésicos,1
7139_train,"BÉSILATE D'AMLODIPINE,  AMLODIPINE",Antihipertensivos y Cardiovasculares,2
714_test,"CHLORHYDRATE DE DONÉPÉZIL,  DONÉPÉZIL BASE",Antivirales,2
714_train,"CHLORHYDRATE DE ROPINIROLE,  ROPINIROLE BASE",Antihipertensivos y Cardiovasculares,2
7140_train,MONONITRATE D'ISOSORBIDE,Otras,1
7141_train,"PÉRINDOPRIL TERT-BUTYLAMINE,  PÉRINDOPRIL",Antihipertensivos y Cardiovasculares,2
7142_train,"CLODRONATE DISODIQUE TETRAHYDRATÉ,  CLODRONATE DE SODIUM ANHYDRE",Otras,2
7143_train,"METFORMINE BASE,  CHLORHYDRATE DE METFORMINE",Antidiabéticos,2
7144_train,"BROMHYDRATE DE GALANTAMINE,  GALANTAMINE",Antiinflamatorios y Analgésicos,2
7145_train,"ANATOXINE TÉTANIQUE ,  POLYOSIDE HAEMOPHILUS INFLUENZAE TYPE B CONJUGUÉ À L'ANATOXINE TÉTANIQUE,  VIRUS POLIOMYÉLITIQUE SOUCHE MEF-1 DE TYPE 2 INACTIVÉ ,  VIRUS POLIOMYÉLITIQUE SOUCHE SAUKETT DE TYPE 3 INACTIVÉ ,  ANATOXINE DIPHTÉRIQUE ,  ANTIGÈNE COQUELUCHEUX : ANATOXINE ,  ANTIGÈNE COQUELUCHEUX : HÉMAGGLUTININE FILAMENTEUSE ,  VIRUS POLIOMYELITIQUE SOUCHE MAHONEY DE TYPE 1 INACTIVÉ ",Otras,8
7146_train,OXOMÉMAZINE,Otras,1
7147_train,"DOXYCYCLINE BASE,  DOXYCYCLINE (HYCLATE DE)",Antibióticos y Antimicrobianos,2
7148_train,"TERBINAFINE,  CHLORHYDRATE DE TERBINAFINE",Antihipertensivos y Cardiovasculares,2
7149_train,"CHLORHYDRATE D'AMILORIDE,  CHLORHYDRATE D'AMILORIDE ANHYDRE,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,3
715_test,"BICARBONATE DE SODIUM,  CHLORURE DE SODIUM,  MACROGOL 3350,  CHLORURE DE POTASSIUM",Antiinflamatorios y Analgésicos,4
715_train,ÉVÉROLIMUS,Otras,1
7150_train,OMÉPRAZOLE,Antibióticos y Antimicrobianos,1
7151_train,"GLUCOSE MONOHYDRATÉ,  GLUCOSE ANHYDRE",Antidiabéticos,2
7152_train,ATÉNOLOL,Antivirales,1
7153_train,SULINDAC,Antiinflamatorios y Analgésicos,1
7154_train,FOSINOPRIL SODIQUE,Antibióticos y Antimicrobianos,1
7155_train,LÉVOTHYROXINE SODIQUE,Antihipertensivos y Cardiovasculares,1
7156_train,"VALACICLOVIR,  CHLORHYDRATE DE VALACICLOVIR",Antivirales,2
7157_train,CARVÉDILOL,Antihipertensivos y Cardiovasculares,1
7158_train,"TACROLIMUS ANHYDRE,  TACROLIMUS MONOHYDRATÉ",Antihipertensivos y Cardiovasculares,2
7159_train,"ÉNOXACINE SESQUIHYDRATÉ,  ÉNOXACINE ANHYDRE",Otras,2
716_test,GLICLAZIDE,Antidiabéticos,1
716_train,"MÉTHYLPHÉNIDATE,  CHLORHYDRATE DE MÉTHYLPHÉNIDATE",Antidepresivos y Psicotrópicos,2
7160_train,"HYDROCHLOROTHIAZIDE,  LOSARTAN POTASSIQUE",Antihipertensivos y Cardiovasculares,2
7161_train,"CITALOPRAM BASE,  BROMHYDRATE DE CITALOPRAM",Antiinflamatorios y Analgésicos,2
7162_train,"BÉSILATE D'AMLODIPINE,  AMLODIPINE",Antihipertensivos y Cardiovasculares,2
7163_train,CHLORHYDRATE DE VÉRAPAMIL,Otras,1
7164_train,"ACIDE RISÉDRONIQUE,  RISÉDRONATE MONOSODIQUE ANHYDRE",Hormonas y Moduladores Hormonales,2
7165_train,LÉVOTHYROXINE SODIQUE,Antihipertensivos y Cardiovasculares,1
7166_train,DICHLORHYDRATE DE LÉVOCÉTIRIZINE,Antiinflamatorios y Analgésicos,1
7167_train,PARACÉTAMOL,Antiinflamatorios y Analgésicos,1
7168_train,"IOPAMIDOL,  IODE",Antivirales,2
7169_train,MOXONIDINE,Antihipertensivos y Cardiovasculares,1
717_test,"IODE,  IOVERSOL",Antivirales,2
717_train,PROGESTÉRONE,Antivirales,1
7170_train,"CEFTRIAXONE SODIQUE,  CEFTRIAXONE BASE",Antibióticos y Antimicrobianos,2
7171_train,CHLORHYDRATE DE LERCANIDIPINE,Antihipertensivos y Cardiovasculares,1
7172_train,NÉVIRAPINE ANHYDRE,Antivirales,1
7173_train,BICALUTAMIDE,Otras,1
7174_train,"TIMOLOL BASE,  MALÉATE DE TIMOLOL",Antihipertensivos y Cardiovasculares,2
7175_train,ACARBOSE,Antiinflamatorios y Analgésicos,1
7176_train,CHLORHYDRATE DE MIANSÉRINE,Antidepresivos y Psicotrópicos,1
7177_train,"ALENDRONIQUE (ACIDE),  ALENDRONATE MONOSODIQUE TRIHYDRATÉ,  CHOLÉCALCIFÉROL",Antidiabéticos,3
7178_train,CHLORHYDRATE D'AMIODARONE,Antihipertensivos y Cardiovasculares,1
7179_train,"SPIRAMYCINE,  MÉTRONIDAZOLE",Antiinflamatorios y Analgésicos,2
718_test,IBUPROFÈNE,Antihistamínicos y Descongestionantes,1
718_train,RISPÉRIDONE,Antidepresivos y Psicotrópicos,1
7180_train,OMÉPRAZOLE,Antibióticos y Antimicrobianos,1
7181_train,GLICLAZIDE,Antidiabéticos,1
7182_train,MYCOPHÉNOLATE MOFÉTIL,Otras,1
7183_train,RAMIPRIL,Antihipertensivos y Cardiovasculares,1
7184_train,APIXABAN,Antihipertensivos y Cardiovasculares,1
7185_train,ÉPOÉTINE ALFA,Hormonas y Moduladores Hormonales,1
7186_train,LÉVÉTIRACÉTAM,Anticonvulsivos y Antiepilépticos,1
7187_train,FÉNOFIBRATE,Antihipertensivos y Cardiovasculares,1
7188_train,LYMÉCYCLINE,Otras,1
7189_train,"ÉSOMÉPRAZOLE MAGNÉSIUM TRIHYDRATÉ,  ÉSOMÉPRAZOLE",Antiinflamatorios y Analgésicos,2
719_test,ISOCONAZOLE (NITRATE D'),Antivirales,1
719_train,CHLORHYDRATE D'ALFUZOSINE,Antihipertensivos y Cardiovasculares,1
7190_train,"FUMARATE DE BISOPROLOL,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
7191_train,ALLOPURINOL,Otras,1
7192_train,SOMATROPINE,Otras,1
7193_train,NIFÉDIPINE,Antiinflamatorios y Analgésicos,1
7194_train,BROMAZÉPAM,Antiinflamatorios y Analgésicos,1
7195_train,"PÉRINDOPRIL,  PÉRINDOPRIL ARGININE",Antihipertensivos y Cardiovasculares,2
7196_train,CHLORHYDRATE DE LERCANIDIPINE,Antihipertensivos y Cardiovasculares,1
7197_train,"ALTIZIDE,  SPIRONOLACTONE",Antidepresivos y Psicotrópicos,2
7198_train,TELMISARTAN,Otras,1
7199_train,"MÉTOCLOPRAMIDE (CHLORHYDRATE DE) ANHYDRE,  MÉTOCLOPRAMIDE (CHLORHYDRATE DE) MONOHYDRATÉ",Antiinflamatorios y Analgésicos,2
72_test,"MALÉATE D'ÉNALAPRIL,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
72_train,"PÉRINDOPRIL,  PÉRINDOPRIL TERT-BUTYLAMINE",Antihipertensivos y Cardiovasculares,2
720_test,FUSIDIQUE (ACIDE),Antihistamínicos y Descongestionantes,1
720_train,VALPROATE DE SODIUM,Otras,1
7200_train,FÉNOFIBRATE,Antihipertensivos y Cardiovasculares,1
7201_train,RAMIPRIL,Antihipertensivos y Cardiovasculares,1
7202_train,RÉPAGLINIDE,Otras,1
7203_train,"FLUOXÉTINE BASE,  CHLORHYDRATE DE FLUOXÉTINE",Antiinflamatorios y Analgésicos,2
7204_train,MYCOPHÉNOLATE MOFÉTIL,Otras,1
7205_train,PARACÉTAMOL,Antiinflamatorios y Analgésicos,1
7206_train,"HYDROCHLOROTHIAZIDE,  CAPTOPRIL",Antihipertensivos y Cardiovasculares,2
7207_train,MÉTHOTREXATE,Inmunosupresores y Moduladores del Sistema Inmune,1
7208_train,"DOXAZOSINE,  MÉSILATE DE DOXAZOSINE",Antihipertensivos y Cardiovasculares,2
7209_train,"PÉRINDOPRIL,  PÉRINDOPRIL TERT-BUTYLAMINE",Antihipertensivos y Cardiovasculares,2
721_test,OXOGLURATE D'ORNITHINE,Otras,1
721_train,LOSARTAN POTASSIQUE,Antihipertensivos y Cardiovasculares,1
7210_train,"NITRATE DE FENTICONAZOLE,  FENTICONAZOLE BASE",Antivirales,2
7211_train,VALSARTAN,Antihipertensivos y Cardiovasculares,1
7212_train,MOLSIDOMINE,Antidepresivos y Psicotrópicos,1
7213_train,"ACIDE ALENDRONIQUE,  ALENDRONATE MONOSODIQUE TRIHYDRATÉ",Antidiabéticos,2
7214_train,BUDÉSONIDE,Antihipertensivos y Cardiovasculares,1
7215_train,"CONCENTRAT DE VITAMINE A SYNTHÉTIQUE,  FORME HUILEUSE",Inmunosupresores y Moduladores del Sistema Inmune,2
7216_train,ROXITHROMYCINE,Otras,1
7217_train,"RIVASTIGMINE BASE,  HYDROGÉNOTARTRATE DE RIVASTIGMINE",Antihipertensivos y Cardiovasculares,2
7218_train,RIBAVIRINE,Antivirales,1
7219_train,"CHLORHYDRATE DE RALOXIFÈNE,  RALOXIFÈNE BASE",Antihipertensivos y Cardiovasculares,2
722_test,"IODE,  IOMÉPROL",Otras,2
722_train,DANAZOL,Otras,1
7220_train,MOLSIDOMINE,Antidepresivos y Psicotrópicos,1
7221_train,"AMOXICILLINE TRIHYDRATÉE,  ACIDE CLAVULANIQUE,  CLAVULANATE DE POTASSIUM,  AMOXICILLINE ANHYDRE",Antiinflamatorios y Analgésicos,4
7222_train,"FUMARATE DE QUÉTIAPINE,  QUÉTIAPINE",Otras,2
7223_train,"CHLORHYDRATE DE METFORMINE,  METFORMINE BASE",Antidiabéticos,2
7224_train,"ALENDRONATE MONOSODIQUE TRIHYDRATÉ,  COLÉCALCIFÉROL,  ACIDE ALENDRONIQUE",Antidiabéticos,3
7225_train,"BÉTAMÉTHASONE,  DIPROPIONATE DE BÉTAMÉTHASONE",Otras,2
7226_train,IBUPROFÈNE,Antihistamínicos y Descongestionantes,1
7227_train,RISPÉRIDONE,Antidepresivos y Psicotrópicos,1
7228_train,VALSARTAN,Antihipertensivos y Cardiovasculares,1
7229_train,LÉVÉTIRACÉTAM,Anticonvulsivos y Antiepilépticos,1
723_test,"PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ,  PANTOPRAZOLE",Otras,2
723_train,RAMIPRIL,Antihipertensivos y Cardiovasculares,1
7230_train,SILODOSINE,Otras,1
7231_train,"ATORVASTATINE CALCIQUE,  ATORVASTATINE",Antidepresivos y Psicotrópicos,2
7232_train,ALLOPURINOL,Otras,1
7233_train,LANSOPRAZOLE,Antihipertensivos y Cardiovasculares,1
7234_train,CHLORHYDRATE DE TRAMADOL,Otras,1
7235_train,"AMLODIPINE,  BÉSILATE D'AMLODIPINE",Antihipertensivos y Cardiovasculares,2
7236_train,"SULFATE DE SALBUTAMOL,  SALBUTAMOL",Antiinflamatorios y Analgésicos,2
7237_train,"GLUCOSE MONOHYDRATÉ,  GLUCOSE ANHYDRE",Antidiabéticos,2
7238_train,NADROPARINE CALCIQUE,Otras,1
7239_train,"VENLAFAXINE,  CHLORHYDRATE DE VENLAFAXINE",Antidepresivos y Psicotrópicos,2
724_test,LÉVÉTIRACÉTAM,Anticonvulsivos y Antiepilépticos,1
724_train,DICHLORHYDRATE DE BÉTAHISTINE,Antiinflamatorios y Analgésicos,1
7240_train,GOLIMUMAB,Otras,1
7241_train,"HYDROCHLOROTHIAZIDE,  LOSARTAN POTASSIQUE",Antihipertensivos y Cardiovasculares,2
7242_train,NADROPARINE CALCIQUE,Otras,1
7243_train,NITRATE DE SERTACONAZOLE,Antivirales,1
7244_train,CANDÉSARTAN CILEXÉTIL,Otras,1
7245_train,"IOBITRIDOL,  IODE",Otras,2
7246_train,"HYDROCHLOROTHIAZIDE,  CANDÉSARTAN CILEXÉTIL",Antihipertensivos y Cardiovasculares,2
7247_train,FÉNOFIBRATE,Antihipertensivos y Cardiovasculares,1
7248_train,PIROXICAM,Antivirales,1
7249_train,"METFORMINE BASE,  METFORMINE (CHLORHYDRATE DE)",Antidiabéticos,2
725_test,MÉTHOTREXATE,Inmunosupresores y Moduladores del Sistema Inmune,1
725_train,"CÉFALEXINE MONOHYDRATÉE,  CÉFALEXINE",Antibióticos y Antimicrobianos,2
7250_train,"RISÉDRONATE MONOSODIQUE ANHYDRE,  ACIDE RISÉDRONIQUE",Hormonas y Moduladores Hormonales,2
7251_train,DIAZÉPAM,Otras,1
7252_train,"CÉFUROXIME,  CÉFUROXIME AXÉTIL",Antibióticos y Antimicrobianos,2
7253_train,CLARITHROMYCINE,Inmunosupresores y Moduladores del Sistema Inmune,1
7254_train,"BROMOCRIPTINE BASE,  MÉSILATE DE BROMOCRIPTINE",Antidepresivos y Psicotrópicos,2
7255_train,CLARITHROMYCINE,Inmunosupresores y Moduladores del Sistema Inmune,1
7256_train,"FLUNISOLIDE HÉMIHYDRATÉ,  FLUNISOLIDE",Antiinflamatorios y Analgésicos,2
7257_train,"CARBONATE DE CALCIUM,  CALCIUM ÉLÉMENT",Antihipertensivos y Cardiovasculares,2
7258_train,KÉTOPROFÈNE,Antiinflamatorios y Analgésicos,1
7259_train,CANDÉSARTAN CILEXÉTIL,Otras,1
726_test,ACARBOSE,Antiinflamatorios y Analgésicos,1
726_train,CHOLÉCALCIFÉROL,Otras,1
7260_train,CHLORHYDRATE DE MANIDIPINE,Antihipertensivos y Cardiovasculares,1
7261_train,CHLORHYDRATE DE SOTALOL,Antihipertensivos y Cardiovasculares,1
7262_train,NIFÉDIPINE,Antiinflamatorios y Analgésicos,1
7263_train,"TELMISARTAN,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
7264_train,VALSARTAN,Antihipertensivos y Cardiovasculares,1
7265_train,FLUCONAZOLE,Antiinflamatorios y Analgésicos,1
7266_train,"HYDROCHLOROTHIAZIDE,  VALSARTAN",Antihipertensivos y Cardiovasculares,2
7267_train,"ATORVASTATINE CALCIQUE,  ATORVASTATINE",Antidepresivos y Psicotrópicos,2
7268_train,ATÉNOLOL,Antivirales,1
7269_train,OXOMÉMAZINE,Otras,1
727_test,"HYDROCHLOROTHIAZIDE,  ZOFÉNOPRIL CALCIQUE",Antihipertensivos y Cardiovasculares,2
727_train,"RALOXIFÈNE BASE,  CHLORHYDRATE DE RALOXIFÈNE",Antihipertensivos y Cardiovasculares,2
7270_train,"HYDROCHLOROTHIAZIDE,  TELMISARTAN",Antihipertensivos y Cardiovasculares,2
7271_train,"MONTÉLUKAST ACIDE,  MONTÉLUKAST SODIQUE",Antihipertensivos y Cardiovasculares,2
7272_train,DALTÉPARINE SODIQUE,Otras,1
7273_train,"ACÉBUTOLOL BASE,  CHLORHYDRATE D'ACÉBUTOLOL",Antihistamínicos y Descongestionantes,2
7274_train,"DABIGATRAN ÉTEXILATE BASE,  DABIGATRAN ÉTEXILATE (MÉSILATE DE)",Inmunosupresores y Moduladores del Sistema Inmune,2
7275_train,"LISINOPRIL ANHYDRE,  HYDROCHLOROTHIAZIDE,  LISINOPRIL DIHYDRATÉ",Antihipertensivos y Cardiovasculares,3
7276_train,"ROSUVASTATINE CALCIQUE,  ROSUVASTATINE",Otras,2
7277_train,"IODE,  IOMÉPROL",Otras,2
7278_train,"HYDROCHLOROTHIAZIDE,  LOSARTAN POTASSIQUE",Antihipertensivos y Cardiovasculares,2
7279_train,ALLOPURINOL,Otras,1
728_test,"HYDROCHLOROTHIAZIDE,  FUMARATE DE BISOPROLOL",Antihipertensivos y Cardiovasculares,2
728_train,PREDNISONE,Antiinflamatorios y Analgésicos,1
7280_train,"CEFPODOXIME,  CEFPODOXIME PROXÉTIL",Antibióticos y Antimicrobianos,2
7281_train,RISÉDRONATE MONOSODIQUE ANHYDRE,Antihipertensivos y Cardiovasculares,1
7282_train,"CHLORHYDRATE DE RANITIDINE,  RANITIDINE BASE",Antiinflamatorios y Analgésicos,2
7283_train,"IRBÉSARTAN,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
7284_train,CARVÉDILOL,Antihipertensivos y Cardiovasculares,1
7285_train,RÉTIGABINE,Otras,1
7286_train,"FLUVASTATINE,  FLUVASTATINE SODIQUE",Antihipertensivos y Cardiovasculares,2
7287_train,"RIVASTIGMINE BASE,  HYDROGÉNOTARTRATE DE RIVASTIGMINE",Antihipertensivos y Cardiovasculares,2
7288_train,CLARITHROMYCINE,Inmunosupresores y Moduladores del Sistema Inmune,1
7289_train,CHLORHYDRATE DE MÉTHYLPHÉNIDATE,Antidepresivos y Psicotrópicos,1
729_test,CHLORHYDRATE DE TICLOPIDINE,Otras,1
729_train,RAMIPRIL,Antihipertensivos y Cardiovasculares,1
7290_train,OLANZAPINE,Antidepresivos y Psicotrópicos,1
7291_train,CHLORHYDRATE DE CLOMIPRAMINE,Antidepresivos y Psicotrópicos,1
7292_train,ÉNOXAPARINE SODIQUE,Otras,1
7293_train,"TARTRATE DE BRIMONIDINE,  BRIMONIDINE",Antihipertensivos y Cardiovasculares,2
7294_train,"AZITHROMYCINE ANHYDRE,  AZITHROMYCINE MONOHYDRATÉE",Antihistamínicos y Descongestionantes,2
7295_train,ÉPOÉTINE ALFA,Hormonas y Moduladores Hormonales,1
7296_train,GLICLAZIDE,Antidiabéticos,1
7297_train,"TELMISARTAN,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
7298_train,MYCOPHÉNOLATE MOFÉTIL,Otras,1
7299_train,"FUMARATE DE QUÉTIAPINE,  QUÉTIAPINE",Otras,2
73_test,"RANITIDINE BASE,  RANITIDINE (CHLORHYDRATE DE)",Antihipertensivos y Cardiovasculares,2
73_train,"HYDROCHLOROTHIAZIDE,  LOSARTAN POTASSIQUE",Antihipertensivos y Cardiovasculares,2
730_test,"AMOXICILLINE BASE,  AMOXICILLINE TRIHYDRATÉE,  ACIDE CLAVULANIQUE,  CLAVULANATE DE POTASSIUM",Antiinflamatorios y Analgésicos,4
730_train,"CLOPIDOGREL BASE,  CLOPIDOGREL (HYDROGÉNOSULFATE DE)",Anticonvulsivos y Antiepilépticos,2
7300_train,"IOHEXOL,  IODE",Otras,2
7301_train,"PANTOPRAZOLE,  PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ",Otras,2
7302_train,CLOZAPINE,Antibióticos y Antimicrobianos,1
7303_train,"ATOVAQUONE,  CHLORHYDRATE DE PROGUANIL",Inmunosupresores y Moduladores del Sistema Inmune,2
7304_train,"GENTAMICINE,  GENTAMICINE (SULFATE DE)",Antibióticos y Antimicrobianos,2
7305_train,"CODÉINE,  CODÉINE (PHOSPHATE DE) HÉMIHYDRATÉ",Anticonvulsivos y Antiepilépticos,2
7306_train,"CANDÉSARTAN CILEXÉTIL,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
7307_train,AXITINIB,Otras,1
7308_train,BUDÉSONIDE,Antihipertensivos y Cardiovasculares,1
7309_train,CHLORHYDRATE DE LERCANIDIPINE,Antihipertensivos y Cardiovasculares,1
731_test,"TARTRATE DE BRIMONIDINE,  BRIMONIDINE",Antihipertensivos y Cardiovasculares,2
731_train,"HYDROCHLOROTHIAZIDE,  FOSINOPRIL SODIQUE",Antibióticos y Antimicrobianos,2
7310_train,"CHLORHYDRATE DE PROGUANIL,  PHOSPHATE DE CHLOROQUINE,  CHLOROQUINE",Antibióticos y Antimicrobianos,3
7311_train,FLURBIPROFÈNE,Antiinflamatorios y Analgésicos,1
7312_train,FLUCONAZOLE,Antiinflamatorios y Analgésicos,1
7313_train,"FLUOR ÉLÉMENT,  FLUORURE DE SODIUM",Otras,2
7314_train,"HYDROCHLOROTHIAZIDE,  CHLORHYDRATE D'AMILORIDE ANHYDRE,  CHLORHYDRATE D'AMILORIDE",Antihipertensivos y Cardiovasculares,3
7315_train,PARACÉTAMOL,Antiinflamatorios y Analgésicos,1
7316_train,"CHLORHYDRATE DE NARATRIPTAN,  NARATRIPTAN",Antiinflamatorios y Analgésicos,2
7317_train,FUMARATE DE BISOPROLOL,Antihipertensivos y Cardiovasculares,1
7318_train,"CHLORHYDRATE DE METFORMINE,  METFORMINE BASE",Antidiabéticos,2
7319_train,CHLORHYDRATE DE TRAMADOL,Otras,1
732_test,SIMVASTATINE,Otras,1
732_train,"IODE,  IOVERSOL",Antivirales,2
7320_train,FLUCONAZOLE,Antiinflamatorios y Analgésicos,1
7321_train,NITRATE D'ÉCONAZOLE,Otras,1
7322_train,DICHLORHYDRATE DE CÉTIRIZINE,Antiinflamatorios y Analgésicos,1
7323_train,DICLOFÉNAC SODIQUE,Antiinflamatorios y Analgésicos,1
7324_train,POVIDONE IODÉE,Otras,1
7325_train,"TÉNOFOVIR DISOPROXIL,  FUMARATE DE TÉNOFOVIR DISOPROXIL",Inmunosupresores y Moduladores del Sistema Inmune,2
7326_train,"PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ,  PANTOPRAZOLE",Otras,2
7327_train,CHLORHYDRATE DE SOTALOL,Antihipertensivos y Cardiovasculares,1
7328_train,FÉLODIPINE,Antihipertensivos y Cardiovasculares,1
7329_train,"HYDROCHLOROTHIAZIDE,  LOSARTAN POTASSIQUE",Antihipertensivos y Cardiovasculares,2
733_test,RAMIPRIL,Antihipertensivos y Cardiovasculares,1
733_train,"IODE,  IOMÉPROL",Otras,2
7330_train,"GLUCOSE MONOHYDRATÉ,  GLUCOSE ANHYDRE",Antidiabéticos,2
7331_train,DIPROPIONATE DE BÉCLOMÉTHASONE,Otras,1
7332_train,PRAVASTATINE SODIQUE,Antihipertensivos y Cardiovasculares,1
7333_train,KÉTOCONAZOLE,Antiinflamatorios y Analgésicos,1
7334_train,"CÉFUROXIME AXÉTIL,  CÉFUROXIME",Antibióticos y Antimicrobianos,2
7335_train,LÉVÉTIRACÉTAM,Anticonvulsivos y Antiepilépticos,1
